path,absolute_path,type,size_bytes,decision,reason,skip_reason,protected_rule
outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260425_1157_DQN文档驱动建模准备与参数确认\04_报告输出,historical_run_package,81663,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260425_1157_DQN文档驱动建模准备与参数确认\06_配置参数,historical_run_package,126248,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260425_1157_DQN文档驱动建模准备与参数确认\07_日志与错误,historical_run_package,1845,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260425_1157_DQN文档驱动建模准备与参数确认\08_代码快照,historical_run_package,47377,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1251_DQN环境修复_PyTorch_CUDA126安装/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260425_1251_DQN环境修复_PyTorch_CUDA126安装\04_报告输出,historical_run_package,3045,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1251_DQN环境修复_PyTorch_CUDA126安装/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260425_1251_DQN环境修复_PyTorch_CUDA126安装\06_配置参数,historical_run_package,4395,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1251_DQN环境修复_PyTorch_CUDA126安装/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260425_1251_DQN环境修复_PyTorch_CUDA126安装\07_日志与错误,historical_run_package,48030,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_1251_DQN环境修复_PyTorch_CUDA126安装/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260425_1251_DQN环境修复_PyTorch_CUDA126安装\08_代码快照,historical_run_package,1309,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/00_输入说明,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\00_输入说明,historical_run_package,590,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/01_数据输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\01_数据输出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/02_表格输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\02_表格输出,historical_run_package,67975,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/03_图表输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\03_图表输出,historical_run_package,576,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\04_报告输出,historical_run_package,9030,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/05_模型与实验,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\05_模型与实验,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\06_配置参数,historical_run_package,1432,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\07_日志与错误,historical_run_package,3273,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1616_DQN文献增强建模方案与参数确认/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260426_1616_DQN文献增强建模方案与参数确认\08_代码快照,historical_run_package,29926,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1648_AutoResearch式自动科研循环升级/00_输入说明,D:\桌面\codex\workflow1\outputs\工作包\20260426_1648_AutoResearch式自动科研循环升级\00_输入说明,historical_run_package,519,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1648_AutoResearch式自动科研循环升级/02_表格输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1648_AutoResearch式自动科研循环升级\02_表格输出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1648_AutoResearch式自动科研循环升级/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1648_AutoResearch式自动科研循环升级\04_报告输出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1648_AutoResearch式自动科研循环升级/05_模型与实验,D:\桌面\codex\workflow1\outputs\工作包\20260426_1648_AutoResearch式自动科研循环升级\05_模型与实验,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1648_AutoResearch式自动科研循环升级/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260426_1648_AutoResearch式自动科研循环升级\06_配置参数,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1648_AutoResearch式自动科研循环升级/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260426_1648_AutoResearch式自动科研循环升级\07_日志与错误,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1648_AutoResearch式自动科研循环升级/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260426_1648_AutoResearch式自动科研循环升级\08_代码快照,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1702_工作流自我升级机制构建/00_输入说明,D:\桌面\codex\workflow1\outputs\工作包\20260426_1702_工作流自我升级机制构建\00_输入说明,historical_run_package,485,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1702_工作流自我升级机制构建/02_表格输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1702_工作流自我升级机制构建\02_表格输出,historical_run_package,14066,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1702_工作流自我升级机制构建/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1702_工作流自我升级机制构建\04_报告输出,historical_run_package,4992,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1702_工作流自我升级机制构建/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260426_1702_工作流自我升级机制构建\06_配置参数,historical_run_package,918,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1702_工作流自我升级机制构建/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260426_1702_工作流自我升级机制构建\07_日志与错误,historical_run_package,239,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1702_工作流自我升级机制构建/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260426_1702_工作流自我升级机制构建\08_代码快照,historical_run_package,41646,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1718_一句话自动科研验收与补强/00_输入说明,D:\桌面\codex\workflow1\outputs\工作包\20260426_1718_一句话自动科研验收与补强\00_输入说明,historical_run_package,426,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1718_一句话自动科研验收与补强/02_表格输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1718_一句话自动科研验收与补强\02_表格输出,historical_run_package,28078,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1718_一句话自动科研验收与补强/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1718_一句话自动科研验收与补强\04_报告输出,historical_run_package,1979,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1718_一句话自动科研验收与补强/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260426_1718_一句话自动科研验收与补强\06_配置参数,historical_run_package,2213,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1718_一句话自动科研验收与补强/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260426_1718_一句话自动科研验收与补强\07_日志与错误,historical_run_package,290,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1718_一句话自动科研验收与补强/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260426_1718_一句话自动科研验收与补强\08_代码快照,historical_run_package,9503,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/00_输入说明,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\00_输入说明,historical_run_package,380,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/01_数据输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\01_数据输出,historical_run_package,734597,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/02_表格输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\02_表格输出,historical_run_package,52520,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/03_图表输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\03_图表输出,historical_run_package,189985,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\04_报告输出,historical_run_package,13164,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/05_模型与实验,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\05_模型与实验,historical_run_package,70426,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\06_配置参数,historical_run_package,8177,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\07_日志与错误,historical_run_package,31268,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\08_代码快照,historical_run_package,83447,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/00_输入说明,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\00_输入说明,historical_run_package,333,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/01_数据输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\01_数据输出,historical_run_package,10214,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\02_表格输出,historical_run_package,26718,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/03_图表输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\03_图表输出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\04_报告输出,historical_run_package,26356,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/05_模型与实验,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\05_模型与实验,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\06_配置参数,historical_run_package,2144,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\07_日志与错误,historical_run_package,488,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\08_代码快照,historical_run_package,63796,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/09_论文输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\09_论文输出,historical_run_package,578,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/00_输入说明,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\00_输入说明,historical_run_package,192,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/01_数据输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\01_数据输出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/02_表格输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\02_表格输出,historical_run_package,114460,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/03_图表输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\03_图表输出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/04_报告输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\04_报告输出,historical_run_package,18616,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/05_模型与实验,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\05_模型与实验,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/06_配置参数,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\06_配置参数,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/07_日志与错误,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\07_日志与错误,historical_run_package,99,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/08_代码快照,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\08_代码快照,historical_run_package,19111,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/09_论文输出,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\09_论文输出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/09_论文输出/04_结果,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\09_论文输出\04_结果,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/09_论文输出/09_word导出,D:\桌面\codex\workflow1\outputs\工作包\20260426_2000_指定清理与DQN修正版继续实验\09_论文输出\09_word导出,historical_run_package,0,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/09_论文输出/zotero_sidecar_notes,D:\桌面\codex\workflow1\outputs\工作包\20260426_1857_科研质量核验_顶级文献对标_工作流强化\09_论文输出\zotero_sidecar_notes,historical_run_package,335,skip,historical run package; likely old output but may be unique provenance,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/04_报告输出/peanut_dqn_auto_training_report.md,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\04_报告输出\peanut_dqn_auto_training_report.md,duplicate_by_sha256,947,skip,duplicate hash with newer/kept file reports/项目级索引与摘要/peanut_dqn_auto_training_report.md; sha256=0b98eb990c3243c3d338ee22e95e8774a62fcb8c54f11dcf4dedcc41556e70dc,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/04_报告输出/peanut_moe_edi_external_parameter_matching_report.md,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\04_报告输出\peanut_moe_edi_external_parameter_matching_report.md,duplicate_by_sha256,6919,skip,duplicate hash with newer/kept file reports/项目级索引与摘要/peanut_moe_edi_external_parameter_matching_report.md; sha256=f9b9324be0c75b0c414e3d2c818a582056913aedb8b35724ab168947b94e760f,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/04_报告输出/peanut_pre_dqn_readiness_after_moe_edi.md,D:\桌面\codex\workflow1\outputs\工作包\20260424_2132_MOE_EDI外部参数匹配\04_报告输出\peanut_pre_dqn_readiness_after_moe_edi.md,duplicate_by_sha256,1981,skip,duplicate hash with newer/kept file reports/项目级索引与摘要/peanut_pre_dqn_readiness_after_moe_edi.md; sha256=332b24b25f4bd3988c06bd2cd3a85c3da66607ade72595005afc0f85c6893f96,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2244_全工作目录整理与规范化/04_报告输出/project_whole_workspace_organization_report.md,D:\桌面\codex\workflow1\outputs\工作包\20260424_2244_全工作目录整理与规范化\04_报告输出\project_whole_workspace_organization_report.md,duplicate_by_sha256,8990,skip,duplicate hash with newer/kept file reports/项目级索引与摘要/project_whole_workspace_organization_report.md; sha256=b8b162cd65338d6deb9592608eb0f4ab883087ec89786d7e758d2f91b0cdb2e0,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260424_2357_工作流任务包机制重构/04_报告输出/workflow_run_package_restructure_report.md,D:\桌面\codex\workflow1\outputs\工作包\20260424_2357_工作流任务包机制重构\04_报告输出\workflow_run_package_restructure_report.md,duplicate_by_sha256,4199,skip,duplicate hash with newer/kept file reports/项目级索引与摘要/workflow_run_package_restructure_report.md; sha256=db530f98c5b5efc679d1482e53d4adb657d9e314a0afb55580e7669f6a9ad930,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260425_0020_全工作流目录重构与去重/04_报告输出/workflow_workspace_cleanup_report.md,D:\桌面\codex\workflow1\outputs\工作包\20260425_0020_全工作流目录重构与去重\04_报告输出\workflow_workspace_cleanup_report.md,duplicate_by_sha256,5988,skip,duplicate hash with newer/kept file reports/项目级索引与摘要/workflow_workspace_cleanup_report.md; sha256=16c0b8126a789ec8b32b62801746008869587f3ba8d502ba9274fa0a1fbdf0b6,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
experiments/experiment_registry.csv,D:\桌面\codex\workflow1\experiments\experiment_registry.csv,duplicate_by_sha256,420,skip,duplicate hash with newer/kept file experiments/experiment_ledger.csv; sha256=fe4cbab9b12e7a19638b0d115236b370832b7156bd8f50d992d7e0290bf8ae56,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/05_模型与实验/peanut_dqn_auto_model.pt,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\05_模型与实验\peanut_dqn_auto_model.pt,duplicate_by_sha256,54741,skip,duplicate hash with newer/kept file experiments/optimization/peanut_dqn_auto_model.pt; sha256=56ab4dbc2532b0cfce65c585777504b1f1395be8d54cc79bb6e5d707380bf9a0,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/01_数据输出/peanut_dqn_auto_policy.csv,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\01_数据输出\peanut_dqn_auto_policy.csv,duplicate_by_sha256,243717,skip,duplicate hash with newer/kept file experiments/optimization/peanut_dqn_auto_policy.csv; sha256=9ffe026578b5de077e179d4fe3095a86f8cdfde7f3ca3aba174f6eaaa07e5eb4,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/02_表格输出/peanut_dqn_auto_policy_comparison.csv,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\02_表格输出\peanut_dqn_auto_policy_comparison.csv,duplicate_by_sha256,649,skip,duplicate hash with newer/kept file experiments/optimization/peanut_dqn_auto_policy_comparison.csv; sha256=f09f72516be93eaec4f59bb88cc6ca9bb789053ac67074e3bc1012eacff6273b,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
experiments/optimization/peanut_dqn_auto_training_metrics.csv,D:\桌面\codex\workflow1\experiments\optimization\peanut_dqn_auto_training_metrics.csv,duplicate_by_sha256,15036,skip,duplicate hash with newer/kept file outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/05_模型与实验/peanut_dqn_auto_training_log.csv; sha256=49f1aa0320daef263a3d5d6d84bd357d261f61a3999b1965ce4d5abdaa4b80df,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/02_表格输出/peanut_dqn_auto_training_metrics.csv,D:\桌面\codex\workflow1\outputs\工作包\20260426_1746_全流程验收与DQN自动参数训练\02_表格输出\peanut_dqn_auto_training_metrics.csv,duplicate_by_sha256,15036,skip,duplicate hash with newer/kept file outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/05_模型与实验/peanut_dqn_auto_training_log.csv; sha256=49f1aa0320daef263a3d5d6d84bd357d261f61a3999b1965ce4d5abdaa4b80df,delete_candidates_review_required.csv is not authorized this round,review_required_or_potentially_unique
